,text,label
154,Nomor Anda telah diisi dengan nomor SN 6081606122581198060.,sms operator
155,"Nomor kamu tidak memiliki Paket NetMax. Dapatkan Paket NetMax 5.5GB dan 7GB melalui hape *123#, aplikasi BimaTri, atau website tri.co.id.",sms operator
156,Nomormu memang yang paling beruntung: Tes Identitas tersedia untukmu! Menangkan pulsa Rp10rb pada tes ke-30. Kirim SMS Y ke 99455 sekarang! Info:838 VD001,sms operator
157,Pakai handphone XL Axiata mu langsung bisa internetan pakai XL,sms operator
158,Pakai XL tdk perlu repot setting bisa langsung internetan. Yuk aktifkan paket Internet di My.XL.co.id sekarang.,sms operator
159,Paket 1.5GB berhasil diaktifkan. Restart hape kamu utk dpt menikmati kuota internetan selama 90hari. Cek sisa kuota di *557*8#,sms operator
160,Paket Anda sudah di non-aktifkan atas permintaan Anda. Penggunaan Internet anda akan di kenakan Tariff Dasar Internet sesuai skema tariff kartu Anda. Hubungi *363# untuk aktifkan Paket Internet lainnya. Info lebih lanjut www.telkomsel.com,sms operator
161,"PAKET BRONET 24JAM 15MB 1hr sudah aktif. Nikmati 15MB berlaku di 00-23.59 aktif s.d 28-08-2016. Promo AXIS lainnya, telp *123#. Info838",sms operator
162,"PAKET BRONET 24JAM 2GB 60hr Rp28800 akan segera aktif. Temukan penawaran menarik AXIS lainnya, telp *123#.Info838",sms operator
163,"Paket BRONET 2GB 60hr 24jam sudah aktif. Nikmati internet 2GB berlaku hingga jam 23.59 aktif s.d 27-10-2016. Promo AXIS lainnya, telp *123#. Info838",sms operator
164,Paket Flash anda 10 MB utk 1 hari akan berakhir pd 08/07/2016. Tarif non paket berlaku setelah tgl tsb. Info hubungi *363#. Cek Kuota *889#.,sms operator
165,"Paket Internet BRONET 24 JAM 2GB, 60hr Kamu sudah aktif & otomatis diperpanjang 27-10-2016 jam 23:59. Info838",sms operator
166,"Paket Internet spesial buat kamu. Internetan selama seminggu dgn kuota 1,5GB Cuma Rp10rb! Ayo segera Ketik KEBUT kirim ke 919 sd 29 Juli 2015. Jgn lupa ya",sms operator
167,Paket Super Murah 2 pcs c strip/1 Ayam sayap+nasi+teh pucuk Rp.15.909.Tukarkan SMS ini di CFC YOGYA SUBANG hari ini!Selama persediaan masih ada.Promo *606#,sms operator
168,"Paket super Ngebut 3.5GB, 30hr, Rp25rb Anda sudah aktif. Nikmati 500MB di 12.00:24.00 & 3G di 00:00-12:00 di 3G. Diperpanjang pada 11-Mar-2013 jam 23:59. Info 817",sms operator
169,Paket Tsel Flash akan berakhir tgl 07/08/2016. Akan diperpanjang dg 10 MB utk 1 hari dengan harga 2500 dpt berubah sesuai lokasi anda .  Pastikan pulsa anda mencukupi. Utk berhenti berlangganan Ketik FLASH OFF ke 3636. Info detail tariff lihat di Tsel.me/internet ,sms operator
170,Pelanggan Yth. Update informasi tarif terbaru anda di tsel.me/as atau hubungi 188 (Rp 300/call).,sms operator
171,Pembelian Dave's Single Burger Gratis Small Fries & Minum. Periode 5-11 September 2016. Tukarkan SMS ini di Wendy's terdekat! Penawaran terbatas.Promo *606#,sms operator
172,"PENAWARAN KHUSUS! BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T536",sms operator
173,"Penawaran Spesial, Obral Paket Data 1.5 GB(00-24)+nelpon sepuasnya ke nmr Indosat hanya Rp20rb utk 1minggu.Daftar skrg ketik YA ke 929 berlaku hari ini RTX1",sms operator
174,"Plg yth,Mohon memberikan nilai kepuasan pengalaman layanan Telkomsel ketik 1 utk bhs Indonesia & Type 2 for English send to 1166(FREE) (for int'l charged)",sms operator
175,Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,sms operator
176,"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",sms operator
177,"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",sms operator
178,"PROMO: Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",sms operator
179,"PROMO: Beli paket Flash mulai 3,5GB di My Telkomsel App dpt extra paket 1GB midnight (00-09). Buruan, promo terbatas! S&K",sms operator
180,"PUAS Internetan, Chatting, Facebook dan nonton Video selama 30 hari hingga 1.5 GB Cuma Rp 30ribu. Beli paket di *100*1#",sms operator
181,"quota 1,5 GB harga hanya mulai 32,5 ribu, beli paketnya di *100*1# Puas internetan selama 30 hari",sms operator
182,"Raih smartphone, diskon merchant & free internet, voice, SMS di Promo 71 Tahun RI dengan tukar 17 Telkomsel POIN mulai 15Ags16 hanya di MyTelkomsel Apps",sms operator
183,"RAWIT harganya miring, Internetan makin sering! AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD328",sms operator
184,"RAWIT Kuotanya Bagus, Harganya Khusus. AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD299",sms operator
185,"Ribet bolak balik cek pulsa&cek sisa kuota internetmu? Download aja aplikasi myCare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com",sms operator
186,Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,sms operator
187,Rp30rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 3GB+10GB (4G).  Mau? Ketik YA ke 919 sd 05-Aug-16,sms operator
188,Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),sms operator
189,Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,sms operator
190,Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,sms operator
191,Selamat Anda mendapatkan voucher Lazada Rp100rb. Masukkan kode voucher TSt88 saat transaksi di www.lazada.co.id/simPATI. Mau voucher lain? Hub *999*1#,sms operator
192,Selamat Anda mendapatkan voucher Zalora Rp100rb. Masukkan kode voucher TSU59 saat transaksi di www.zalora.co.id/simPATI. Mau voucher lain? Hub *999*1#,sms operator
193,Selamat Anda telah mendapatkan BONUS pulsa Rp 100.000 ke sesama Indosat Ooredoo berlaku 3 hari dan Poin senyum Anda bertambah. Cek bonus *557*8#,sms operator
194,"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",sms operator
195,Selamat Paket 50 SMS ke semua operator Anda telah aktif. Cek kuota di *888#,sms operator
196,Selamat Paket Anda telah aktif. Cek kuota di *889#,sms operator
197,Selamat Paket BBM Gratis Anda telah diaktifkan. Paket BBM ini berlaku untuk 30 hari,sms operator
198,"Selamat Paket Flash 10 MB (1 hari) Rp.2500 telah diaktifkan, berlaku s/d tgl 07/08/2016 pk. 23:59 WIB. Paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi Anda. Cek status/berhenti berlangganan melalui *363#. Info detail tarif lihat di Tsel.me/internet",sms operator
199,"Selamat tambahan Flash Anda sudah aktif, berlaku s.d. 2016-08-07 23:59:59.",sms operator
200,"Selamat! Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internetan, Video, dan NSP. Pilih paketnya MULAI Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188",sms operator
201,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,sms operator
202,Selamat!!anda telah mendapat gratis 200 sms dari SMSGIFT dari no. 6285258952502. Info CS : 133/188,sms operator
203,"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",sms operator
204,"Selamat, Anda telah membeli Paket Combo Kenyang  Internet As. Cek bonus di *889#.",sms operator
205,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,sms operator
206,"Seru banget main 8 Ball Pool, pakai pulsa bisa banget loh Bro untuk beli koin games lainnya, cek caranya di http://tsel.me/jajanonline",sms operator
207,Smartfren Gratis Mi-Fi/modem 4G Tahun baru saatnya ganti gadget baru Bawa pulang Mi-Fi 4Gm-mu dg tunjukan sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13Jan Info:888,sms operator
208,"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",sms operator
209,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",sms operator
210,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,sms operator
211,"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",sms operator
212,"Sticker LINE yang lucu-lucu banyak banget loh, beli yuk dengan pulsamu, gampang banget, coba yuk",sms operator
213,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",sms operator
214,"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",sms operator
215,Terima Kasih telah menggunakan Paket Data dari Indosat. Info detail tekan *123#,sms operator
216,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",sms operator
217,"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",sms operator
218,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",sms operator
219,Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,sms operator
220,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",sms operator
221,"Terima kasih tlh melakukan isi ulang tgl. 20.02.2016. GRATIS NELPON 60Menit+VIDEO, tekan *900*9# lalu YES/OK",sms operator
222,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",sms operator
223,Terus Isi saldo TCASHmu dan nikmati aneka promo di merchants partner TCASH! Cek promo terbaru TCASH di tsel.me/tappromo,sms operator
224,Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),sms operator
225,Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,sms operator
226,Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,sms operator
227,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",sms operator
228,Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,sms operator
229,"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",sms operator
230,Wow! Diskon 50% utk pembelian paket Flash 6GB + BONUS 60Menit CUMA Rp60rb utk 30hr di *999*606# SEKARANG! Tunggu apalagi buruan! S&K berlaku,sms operator
231,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,sms operator
232,"Yang lain penuh batasan,kami beri kebebasa n. DOUBLE KUOTA BONUS 10GB(4G), UNLIMITED Nelp&SMS, Musik streaming gak pakai Kuota!cuma dg FREEDOM COMBO. Daftar*123#",sms operator
233,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,sms operator
234,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",sms operator
235,"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",sms operator
236,"Yuk tetap gunakan Flash Volume Ultima utk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL",sms operator
237,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,sms operator
238,Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,sms operator
239,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",sms penipuan
240,"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",sms penipuan
241,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",sms penipuan
242,"“ROXI CELL” Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",sms penipuan
243,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com   ,sms penipuan
244,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,sms penipuan
245,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,sms penipuan
246,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,sms penipuan
247,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,sms penipuan
248,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",sms penipuan
249,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,sms penipuan
250,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",sms penipuan
251,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",sms penipuan
252,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",sms penipuan
253,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",sms penipuan
254,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,sms penipuan
255,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",sms penipuan
256,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",sms penipuan
257,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",sms penipuan
258,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,sms penipuan
259,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",sms penipuan
260,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",sms penipuan
261,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,sms penipuan
262,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,sms penipuan
263,"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",sms penipuan
264,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",sms penipuan
265,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",sms penipuan
266,Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,sms penipuan
267,"BIG SALE !!! DISCOUND 40% Z10-4,4jt IPHONE 5 32GB-3,7jt S.NOTE 2-3,8jt CAMERA, LAPTOP dll PIN BB 28AB8391 Call/sms: 0897-9844-777 Kunjungi www.indracell.com",sms penipuan
268,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",sms penipuan
269,"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76",sms penipuan
270,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",sms penipuan
271,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,sms penipuan
272,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",sms penipuan
273,"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",sms penipuan
274,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",sms penipuan
275,CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,sms penipuan
276,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",sms penipuan
277,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,sms penipuan
278,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,sms penipuan
279,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",sms penipuan
280,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,sms penipuan
281,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,sms penipuan
282,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",sms penipuan
283,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",sms penipuan
284,"Di transfer saja Uang'nya ke rekening BNI ini, a/n. ISMAWATI. Rek: 0248147033. SMS saja klo sdh kirim.",sms penipuan
285,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",sms penipuan
286,Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,sms penipuan
287,"Gebyar poin plus-plus INDOSAT Edisi 2013 priode ke'9, No PIN undian anda (d377hi8) Resmi meraih hadiah, utk info; www.gebyarINDOSATpoinplus.weebly.com",sms penipuan
288,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,sms penipuan
289,"Gratis 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat&12 MB Internet slma 12 JAM tiap Isi Ulang 12 Rb.IsiUlang pulsamu 12Rb &Nikmati GRATISANnya",sms penipuan
290,GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,sms penipuan
291,GRATIS internetan 5MB berlaku utk 7 hari hanya dg isi ulang AXISmu hari ini Rp5.000. Ayo isi ulang sekarang juga & nikmati bonusnya. Info838,sms penipuan
292,"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",sms penipuan
293,"GRATIS PULSA hingga 250rb selama 7Hari 7Malam CUMA dg isi ulang mulai 10rb. Daftar SEGERA, ketik: GRATIS krm ke123(Reg ckp 1kali)Info: ketik INFO krm ke 123",sms penipuan
294,"GT-SHOP Disc.41% BB Z10 3jt BB Torch 2jt BB Davis 1jt Minat? Galaxy S4 3,5jt Cp.08994352577 Pin.25A1785B Gili-SMS versi Demo. Http://www/yusiwa.com",sms penipuan
295,Guntur ingin berhubungan di Facebook:http://fb.com/l.1lnzH4p0lCM7ruG Balas “stop” unruk berhenti menerima sms Facebook.,sms penipuan
296,Hi Trims kmu udh gabung layanan Bung Gita Bicara Bola!Dpt info menarik n Prediksi Akurat dr Bung Gita! 3info/mg 2rb/sms.Stop: unreg Gita ke 3450.CS:0215649770,sms penipuan
297,"HQUARTERS Business Residence Lokasi Emas-ASIA AFRIKA Bdg Hrg Prelaunch,PROFIT 140%,ROI 10%/thn Bs LIBUR Byr 2Th TSM 21Des-3Jan www.hquarters.co.id 085794074188",sms penipuan
298,"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",sms penipuan
299,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,sms penipuan
300,"INDOVISON PROMO: hanya 299 rbu, nikmati 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). hub : 087738718255, 08555796717 PIN BB 32F1C805",sms penipuan
301,"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com",sms penipuan
302,INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com,sms penipuan
303,INFO RESMI kepada bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.3care16.blogspot.com,sms penipuan
304,INFO RESMI kepada/bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care. No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.tricare16.blogspot.com,sms penipuan
305,"INFO RESMI PT.INDOFOOD No.Anda t'dftr pemenang UNDIAN POP MIE edisi 2013 Mndptkn 1unit ""NISSAN JUKE"" PIN;a1c5h79 info,kunjungi;www.popmieget.webs.com",sms penipuan
